nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004407	Curtis Smith	1974	\N	assistant_director,miscellaneous,actor	tt0790712,tt4385888,tt9071322,tt9606374
nm0004408	Carrie Urzua	\N	\N	camera_department	tt0217894,tt0208104,tt0168589,tt0220734
nm0004409	Kathy Wittes	1971	\N	actress	tt3980530,tt1361787,tt1720621,tt1336617
nm0004410	Mark Neveldine	1973	\N	actor,director,writer	tt0964539,tt0479884,tt1121931,tt1034032
nm0004411	Jonathan Levit	1971	\N	actor,miscellaneous,producer	tt1441135,tt0790628,tt7585146,tt1670345
nm0004412	Ed Solomon	1960	\N	writer,producer,actor	tt0096928,tt0119654,tt0304328,tt3110958
nm0004413	Brian Hamill	\N	\N	camera_department,actor,producer	tt0118971,tt0117665,tt0120184,tt0094737
nm0004414	Paul Barge	1890	1960	actor	tt0143235,tt0031818,tt0051624,tt0043386
nm0004415	Louis Irving	1950	2016	cinematographer,camera_department,director	tt0117331,tt0089530,tt0426741,tt0113875
nm0004416	S.P. Balasubrahmanyam	1946	2020	music_department,soundtrack,actor	tt0100095,tt1725795,tt0109117,tt1305797
nm0004417	N.T. Rama Rao	1923	1996	actor,director,writer	tt0259242,tt0259579,tt0259261,tt0259576
nm0004418	Kajol	1974	\N	actress,soundtrack	tt1188996,tt0248126,tt0439662,tt0172684
nm0004419	Edida Nageshwara Rao	1934	2015	producer,actor	tt0090109,tt0156059,tt0079889,tt0086231
nm0004420	Larry Adlon	1967	\N	visual_effects,animation_department,composer	tt0144120,tt3183660,tt0418819,tt0115168
nm0004421	Rich Robinson	\N	\N	art_department	tt0117247,tt1931533,tt1389137,tt0424345
nm0004422	Rich Robinson	1961	\N	miscellaneous,producer	tt0407383,tt0109227,tt0447778,tt0450348
nm0004423	Gerry Robert Byrne	\N	\N	production_manager,actor,producer	tt6866266,tt0388795,tt0217505,tt1327773
nm0004424	Brian Gunter	\N	\N	camera_department,cinematographer	tt0838232,tt0265349,tt0107978,tt0878804
nm0004425	Beau Holden	1960	\N	transportation_department,miscellaneous,actor	tt1095217,tt0232500,tt6966692,tt0319262
nm0004426	Mike McGowan	1973	\N	camera_department,cinematographer	tt6511932,tt8184568,tt7165804,tt5649144
nm0004427	Philip Wilson	\N	\N	miscellaneous	tt0104691,tt0210945,tt0107302,tt0138097
nm0004428	Jeff Rafner	\N	\N	production_manager,producer,assistant_director	tt0118715,tt0413573,tt0101921,tt4428122
nm0004429	Dharmendra	1935	\N	actor,producer,miscellaneous	tt0070935,tt0073707,tt0233147,tt0099652
nm0004430	Karan Kapoor	\N	\N	actor,camera_department,miscellaneous	tt0153545,tt0359614,tt0086992,tt0088335
nm0004431	Kunal Kapoor	1959	\N	actor,producer,production_manager	tt0101283,tt1188982,tt0086711,tt0119132
nm0004432	Prithviraj Kapoor	1906	1972	actor,director	tt0252677,tt0054098,tt0158464,tt0028626
nm0004433	Shammi Kapoor	1931	2011	actor,director	tt0056379,tt0084866,tt0231226,tt0147925
nm0004434	Shashi Kapoor	1938	2017	actor,producer,assistant_director	tt0077783,tt0089678,tt0080982,tt0072860
nm0004435	Rajesh Khanna	1942	2012	actor,music_department,producer	tt0154749,tt0068257,tt0066763,tt0150251
nm0004436	Rajesh Roshan	1955	\N	composer,soundtrack,music_department	tt0234000,tt0113526,tt0254481,tt5460276
nm0004437	Sridevi	1963	2018	actress,music_department,producer	tt0097045,tt5690142,tt2181931,tt0091601
nm0004438	Mia Farrell	1966	\N	miscellaneous,editorial_department	tt0373024,tt0169376,tt0338097,tt0101891
nm0004439	Elio Quiroga	\N	\N	producer,writer,director	tt8343828,tt0484273,tt11409214,tt4168132
nm0004440	Martin Sharpe	\N	\N	editor,editorial_department,sound_department	tt0098913,tt0076987,tt0115113,tt0113943
nm0004441	Larry Ruppel	\N	\N	animation_department,visual_effects	tt0099472,tt0365907,tt7160070,tt2241351
nm0004442	Evan Green-Hughes	\N	\N	special_effects,visual_effects	tt0280788,tt0445922,tt0436697,tt0313342
nm0004443	Fiachra Trench	1941	\N	music_department,soundtrack,composer	tt4139588,tt0095016,tt0213149,tt0236784
nm0004444	Askia Won-Ling Jacob	\N	\N	costume_department,miscellaneous,actress	tt2802144,tt0489099,tt0775440,tt4154796
nm0004445	Dan Sharp	1958	\N	sound_department,producer	tt1517260,tt2304933,tt0145487,tt0120201
nm0004446	Bernard Weiser	\N	\N	sound_department,editor,editorial_department	tt0316654,tt0413300,tt0362227,tt1190080
nm0004447	Peter Lhotka	1962	\N	producer,production_manager,actor	tt0486051,tt0121200,tt0862856,tt0112023
nm0004448	Joel Hladecek	\N	\N	visual_effects,writer	tt0113243,tt0102975,tt0102798,tt0107120
nm0004449	Felix Werner	1966	\N	producer,miscellaneous,director	tt0109758,tt2089624,tt0443496,tt0119558
nm0004450	Sebastian DeVicente	\N	\N	actor	tt0246498,tt0450294,tt0250100,tt0235333
nm0004451	Thorsten Schmidt	1969	\N	director,actor,writer	tt5506088,tt0192576,tt0209282,tt2286220
nm0004452	Csaba Erös	1959	\N	sound_department,miscellaneous,actor	tt0192533,tt2106651,tt0297181,tt0373981
nm0004453	Arthur Cohn	1927	\N	producer,production_manager,executive	tt0291003,tt0372824,tt0140888,tt5459382
nm0004454	Jean Boyer	1901	1965	writer,director,soundtrack	tt0250999,tt0044504,tt0241303,tt0147863
nm0004455	Greg Kozikowski	\N	\N	visual_effects,miscellaneous	tt0111438,tt0114614,tt0120844,tt0103855
nm0004456	Clare Kramer	1974	\N	producer,actress,writer	tt0204946,tt0119360,tt0292644,tt0337953
nm0004457	Dirk Piepenbring	\N	\N	production_manager,location_management,assistant_director	tt0104809,tt0473587,tt0169272,tt0109000
nm0004458	Peter Heller	\N	\N	manager,producer,miscellaneous	tt0284135,tt0119988,tt0115624,tt0116565
nm0004459	Rachel Kennedy	\N	\N	actress	tt0882822,tt0215719,tt0108780
nm0004460	Rachel Davey	\N	\N	actress	tt0120363,tt0112431,tt0203593,tt0120623
nm0004461	George Verschoor	\N	\N	producer,miscellaneous,director	tt0103520,tt14691382,tt0357388,tt0388595
nm0004462	Jean-Louis Trintignant	1930	\N	actor,writer,director	tt0111495,tt1602620,tt0065571,tt0065234
nm0004463	Akkineni Nageshwara Rao	1923	2014	actor,producer,miscellaneous	tt0260677,tt0259392,tt0251834,tt0253667
nm0004464	Heinz Rühmann	1902	1994	actor,producer,soundtrack	tt0060654,tt0053047,tt0049293,tt0053674
nm0004465	Sailaja S.P.	\N	\N	music_department,soundtrack,miscellaneous	tt0320736,tt0086231,tt0187188,tt0249818
nm0004466	E.V.V. Satyanarayana	1956	2011	writer,director,producer	tt1606217,tt1791479,tt0282554,tt0247917
nm0004467	Kaikala Satyanarayana	1935	\N	actor,producer	tt0263623,tt0265799,tt0267524,tt0259261
nm0004468	J.V. Somayajulu	1928	2004	actor	tt0079889,tt0252196,tt0156135,tt11576150
nm0004469	Kota Srinivasa Rao	1944	\N	actor,music_department	tt0471571,tt0266727,tt0432047,tt1756476
nm0004470	Veerendranath Yandamoori	\N	\N	writer,script_department,director	tt0246008,tt0245995,tt0246290,tt0246255
nm0004471	Subhalekha Sudhakar	\N	\N	actor,miscellaneous	tt8269248,tt7838252,tt6836936,tt6485666
nm0004472	Nuthan Prasad	1945	2011	actor	tt0155855,tt0245995,tt0246313,tt0245998
nm0004473	Potti Prasad	1929	1998	actor	tt0155855,tt0371788,tt0249985,tt0086231
nm0004474	Margaret Mitchell	\N	\N	miscellaneous,location_management,producer	tt0325805,tt0086190,tt0113845,tt0093894
nm0004475	Mitch Engel	1958	\N	producer,miscellaneous,production_manager	tt2708480,tt2149175,tt4254242,tt1567254
nm0004476	Jennifer Lyne	\N	\N	location_management,writer,producer	tt1292566,tt7569576,tt4682786,tt0475328
nm0004477	Vic Goss	\N	\N	camera_department,cinematographer,art_department	tt0129727,tt0059920,tt0110991,tt0102057
nm0004478	Victor Goss	\N	\N	cinematographer,camera_department,writer	tt0319970,tt1522841,tt2940766,tt0094582
nm0004479	K.V. Mahadevan	1918	2001	composer,music_department,soundtrack	tt0079889,tt0192198,tt0317056,tt0156058
nm0004480	Joe Milazzo	1924	2010	actor	tt0100003,tt0255272,tt0098073,tt0102395
nm0004481	Cheryl Ann Nick	1962	\N	make_up_department	tt0145660,tt0160127,tt0284490,tt0107659
nm0004482	Tracy McKnight	\N	\N	music_department,miscellaneous,actress	tt1620680,tt1392170,tt1951264,tt1091722
nm0004483	Bethany Scott	\N	\N	costume_designer,costume_department	tt0264606,tt0205526,tt0116508,tt0231781
nm0004484	Johannes Weuthen	\N	\N	editor,editorial_department,sound_department	tt1230364,tt0362993,tt0130827,tt0245891
nm0004485	Kevin Mendonca	1976	\N	producer,editorial_department,miscellaneous	tt1877010,tt0206771,tt0252225,tt0120202
nm0004486	Bruno Ganz	1941	2019	actor,director,cinematographer	tt0075675,tt4003440,tt0363163,tt0093191
nm0004487	Juhi Chawla	1967	\N	actress,producer,music_department	tt0095936,tt0338490,tt2980648,tt0109555
nm0004488	Rick King	\N	\N	director,writer,producer	tt2058673,tt0092475,tt0102685,tt0091170
nm0004489	Fiona Jackson	\N	\N	stunts,producer,actress	tt3837236,tt0120889,tt1405794,tt3228826
nm0004490	Simon de La Brosse	1965	1998	actor	tt0086087,tt0090563,tt0101359,tt0101364
nm0004491	Amanda Kravat	1966	\N	soundtrack,actress,composer	tt0119098,tt0119709,tt0134630,tt0153866
nm0004492	Gordon Lightfoot	1938	\N	soundtrack,actor,music_department	tt0099700,tt0110527,tt0758794,tt0120577
nm0004493	Ana Vaz da Silva	\N	\N	art_department,actress,production_designer	tt0083904,tt0098396,tt0084824,tt0105924
nm0004494	Michael Swiney	1959	\N	actor	tt0144214,tt1608230,tt0240900,tt0118437
nm0004495	Steve Sessions	\N	\N	composer,director,writer	tt0372859,tt1820664,tt7657024,tt5442436
nm0004496	Van Johnson	1916	2008	actor,soundtrack	tt0041507,tt0046807,tt0041163,tt0046816
nm0004497	Greg De Belles	\N	\N	music_department,composer,soundtrack	tt0117965,tt0097670,tt0308152,tt0198021
nm0004498	Ron Hannah	\N	\N	composer	tt0186221
nm0004499	David Reynolds	\N	\N	music_department,composer,soundtrack	tt0493464,tt0425061,tt0963966,tt0436339
nm0004500	Geary McLeod	\N	\N	cinematographer,camera_department,director	tt0097733,tt0093409,tt0122718,tt0113845
nm0004501	Jirí Svoboda	1945	\N	director,writer,actor	tt0230994,tt0232600,tt3037036,tt0090028
nm0004502	Gregory M. Edgar	\N	\N	art_department,miscellaneous	tt2209764,tt2267998,tt1046173,tt1502712
nm0004503	Dietmar Fischer	\N	\N	production_manager,producer,location_management	tt8883700,tt0806910,tt1020516,tt7964852
nm0004504	Michael Heinkel	\N	\N	composer,music_department,soundtrack	tt0088060,tt0145531,tt0084403,tt0250611
nm0004505	Gina Nuccio	\N	\N	manager,music_department,sound_department	tt0948745,tt0144546,tt0228711,tt0163764
nm0004506	Patrick Allombert	\N	\N	camera_department,cinematographer,miscellaneous	tt0300594,tt0377080,tt0187567,tt0187200
nm0004507	Isidor Torkar	1960	\N	actor,miscellaneous	tt1733785,tt0108873,tt0109921,tt0907702
nm0004508	Red Murphy	1964	\N	transportation_department	tt0450314,tt0499556,tt0289879,tt0285531
nm0004509	Patricia Chica	\N	\N	director,producer,writer	tt4205896,tt13535874,tt4245368,tt11236228
nm0004510	Kathleen Tonkin	\N	\N	special_effects,executive,stunts	tt0264395,tt0108255,tt0315733,tt0281358
nm0004511	Timothy Kiley	\N	\N	camera_department,miscellaneous,cinematographer	tt0141121,tt0120684,tt14135146,tt0232537
nm0004512	Richard Bullock	\N	\N	producer,production_manager,miscellaneous	tt0468965,tt1131750,tt0366348,tt0237572
nm0004513	Adam Doench	\N	\N	assistant_director,miscellaneous,producer	tt2420746,tt1822321,tt0288936,tt0286197
nm0004514	Terry Maher	\N	\N	cinematographer,camera_department,writer	tt0064734,tt0059495,tt0059387,tt0054897
nm0004515	Yakov Tolchan	1901	1993	cinematographer,camera_department	tt0179977,tt0234768,tt0250679,tt0018173
nm0004516	Ross Adams	\N	\N	sound_department,editorial_department,actor	tt0093428,tt0097742,tt0119081,tt0120797
nm0004517	Jason Alexander	1959	\N	actor,writer,soundtrack	tt0100405,tt0098904,tt0106598,tt0116583
nm0004518	David Copperfield	1956	\N	director,producer,actor	tt0081617,tt1670345,tt3110958,tt0790628
nm0004519	Neal Acree	1974	\N	composer,music_department,soundtrack	tt3993808,tt4332152,tt7946836,tt0472399
nm0004520	Paul Diamond	\N	\N	writer,miscellaneous,producer	tt0086759,tt0083437,tt0092374,tt0086760
nm0004521	John Watkin	\N	\N	producer,director,writer	tt0353252,tt0449475,tt1432143,tt0202179
nm0004522	Pip Mushin	1963	\N	actor,script_department,producer	tt0105488,tt0238546,tt0359518,tt0360717
nm0004523	Aiden Shaw	1966	\N	actor	tt0189805,tt0345349,tt0455681,tt1019887
nm0004524	Pat Sandys	1926	2000	producer,actress,writer	tt0044489,tt0086287,tt0914702,tt4250224
nm0004525	Brenda Kincaid	\N	\N	visual_effects	tt0115571
nm0004526	Liz Ryan	\N	\N	assistant_director,production_manager,producer	tt0100685,tt0118111,tt0120689,tt0089853
nm0004527	Daniel J. Heffner	1956	\N	producer,production_manager,assistant_director	tt0387564,tt10342730,tt0085244,tt0094889
nm0004528	Tim Ritter	\N	\N	art_department	tt0117446
nm0004529	Sarah Cawley	\N	\N	cinematographer,camera_department,actress	tt1819654,tt8421350,tt2372162,tt2963254
nm0004530	Nick Abdo	1950	\N	producer,director,miscellaneous	tt0094715,tt1129421,tt0093693
nm0004531	Mario Serandrei	1907	1966	editor,writer,assistant_director	tt0057443,tt0054067,tt0058946,tt0039059
nm0004532	Catherine Avril Morris	1976	\N	casting_department,actress	tt0251314,tt0106677
nm0004533	Michal Struss	1975	\N	animation_department,director,visual_effects	tt2251519,tt7662644,tt0207182,tt0206862
nm0004534	Francesca Galesi	1972	\N	miscellaneous,director,writer	tt0251040,tt1398426,tt0325109,tt4209788
nm0004535	Micheline Garant	\N	\N	producer,production_manager,miscellaneous	tt0132245,tt0190138,tt0283453,tt0348836
nm0004536	Annika Hellström	\N	\N	script_department,producer	tt9179230,tt1598496,tt13368662,tt3749338
nm0004537	Thomas Merker	1958	\N	cinematographer,camera_department,director	tt3982856,tt0084456,tt0294424,tt0903766
nm0004538	Gianfranco Barbagallo	1961	\N	producer,production_manager,miscellaneous	tt0346336,tt0208990,tt0429727,tt0345032
nm0004539	Vanessa Williams	1963	\N	actress,producer,soundtrack	tt0103919,tt0248655,tt0102526,tt0112086
nm0004540	Darren Shahlavi	1972	2015	actor,stunts,miscellaneous	tt0297181,tt1386932,tt0369226,tt1053424
nm0004541	David Blair	\N	\N	director,producer,production_manager	tt3431016,tt0209813,tt1764198,tt0472984
nm0004542	John Clement	\N	\N	camera_department,cinematographer,miscellaneous	tt1805351,tt0108228,tt0251445,tt0092089
nm0004543	Holger Seidel	\N	\N	camera_department,cinematographer	tt0806910,tt0222096,tt0110024,tt0126612
nm0004544	Derek Gleeson	\N	\N	composer,music_department	tt0120174,tt0235353,tt0249172,tt0119383
nm0004545	Gregory Middleton	\N	\N	cinematographer,camera_department,director	tt0944947,tt0439815,tt1637727,tt7049682
nm0004546	Ann Christman	\N	\N	miscellaneous,costume_department,set_decorator	tt4094724,tt4630562,tt1001508,tt1341188
nm0004547	Paul Jacobsen	1942	\N	camera_department,cinematographer,miscellaneous	tt0099460,tt0085255,tt0101272,tt0094008
nm0004548	Carl Mahakian	1926	2015	editorial_department,sound_department,producer	tt0099892,tt0086759,tt0093493,tt0056218
nm0004549	Michael McGowan	1946	2008	camera_department,cinematographer	tt0116253,tt0082089,tt0113501,tt0104691
nm0004550	Mindy Miller	1963	\N	miscellaneous,actress,producer	tt0120885,tt0120828,tt0167116,tt0134084
nm0004551	Pamela Parker	\N	\N	writer,miscellaneous,script_department	tt0114754,tt0118300,tt0137334,tt0191748
nm0004552	Tom Sito	1956	\N	art_department,animation_department,director	tt0120794,tt0181739,tt0126029,tt0110357
nm0004553	Florence Fouquier D'Herouel	\N	\N	make_up_department	tt0078439,tt0075932,tt0091670,tt0082230
nm0004554	Ben Hernandez Bray	\N	\N	stunts,actor,assistant_director	tt1601913,tt0371746,tt0796366,tt7374952
nm0004555	Walter Murch	1943	\N	sound_department,editor,editorial_department	tt0071360,tt0116209,tt0066434,tt0078788
nm0004556	David Lloyd Wilson	\N	\N	actor	tt0101198,tt0085032,tt0100318,tt1773374
nm0004557	Matt Granger	1972	\N	miscellaneous,actor,camera_department	tt0343818,tt0770828,tt3829266,tt0120903
nm0004558	George Jesse	1975	\N	director,editor,producer	tt0251735,tt0230887
nm0004559	Elton MacPherson	\N	\N	miscellaneous,location_management,production_manager	tt0117331,tt0166485,tt0120681,tt0106918
nm0004560	Gianfranco Pierantoni	1966	\N	producer,production_manager,miscellaneous	tt1320253,tt0416449,tt0816462,tt1764651
nm0004561	Al LaVerde	\N	\N	camera_department	tt0114558,tt1637688,tt1229238,tt1825683
nm0004562	Peter Greenwood	1962	2021	actor,animation_department,special_effects	tt0325980,tt0251700,tt0100477,tt0300512
nm0004563	Bruce Birmelin	\N	\N	camera_department	tt0088011,tt0096256,tt0084726,tt0092007
nm0004564	Hema Malini	1948	\N	actress,producer,director	tt0082797,tt0337578,tt0072026,tt0073707
nm0004566	Rhoda Kaindl	1967	\N	actress	tt1008628,tt0103434,tt0240286,tt0108810
nm0004567	Jen Stivala	1975	\N	miscellaneous,producer	tt0172495,tt2023587,tt0217630,tt1480656
nm0004568	Ike Gingrich	1952	\N	actor	tt1110046,tt0178030,tt0338726,tt0116703
nm0004569	Sanjay Dutt	1959	\N	actor,music_department,soundtrack	tt0220832,tt0456144,tt0374887,tt0294662
nm0004570	Sunil Dutt	1926	2005	actor,producer,director	tt0059354,tt0067668,tt0063404,tt0057332
nm0004571	Dan van Husen	1945	2020	actor	tt1895315,tt3127824,tt0215750,tt0079641
nm0004572	Dominik Podbielski	1982	\N	actor	tt2055730,tt0218094
nm0004573	Paul Landres	1912	2001	director,editor,editorial_department	tt0224010,tt0052131,tt0051150,tt0043843
nm0004574	Paul Landers	1964	\N	composer,soundtrack,writer	tt0300140,tt0116922,tt1937390,tt0278488
nm0004575	Francis Creighton	1972	\N	actor	tt0109219,tt0100142
nm0004576	Sobhan Babu	1937	2008	actor	tt0263623,tt0155188,tt1865426,tt0269398
nm0004577	David E. West	\N	\N	cinematographer,camera_department,producer	tt2072934,tt0284336,tt0478763,tt0896781
nm0004578	David J. West	\N	\N	cinematographer,director	tt0312420,tt0415067,tt0170726,tt0186133
nm0004579	Vidyasagar	\N	\N	composer,soundtrack,actor	tt0362548,tt1034053,tt0375705,tt1740549
nm0004581	Harry Gregson-Williams	1961	\N	composer,music_department,soundtrack	tt3659388,tt0328107,tt0363771,tt0126029
nm0004582	Jeff Danna	1964	\N	composer,music_department,soundtrack	tt0144117,tt1054606,tt0318627,tt7146812
nm0004583	Gary Frutkoff	\N	\N	production_designer,art_department,actor	tt0465602,tt0120780,tt0250687,tt0099365
nm0004584	David Melito	\N	\N	miscellaneous,art_department,producer	tt2649554,tt0806203,tt0317740,tt1981128
nm0004585	Carolyne Chauncey	\N	\N	editorial_department,editor	tt0289992,tt0101605,tt0116250,tt0107207
nm0004586	Byron Werner	\N	\N	cinematographer,camera_department,producer	tt0783640,tt11183028,tt1922685,tt13680520
nm0004587	Byron Werner	\N	\N	visual_effects,animation_department,miscellaneous	tt0084827,tt0253754,tt0099653,tt0343818
nm0004588	Kerry Phillips	\N	\N	special_effects,camera_department,cinematographer	tt0298814,tt0822854,tt3829266,tt0417148
nm0004589	Matt Farell	1967	\N	visual_effects,animation_department	tt0133093,tt2015381,tt1392190,tt0120685
nm0004590	Wade Eastwood	\N	\N	stunts,assistant_director,actor	tt0332452,tt2381249,tt1631867,tt4912910
nm0004591	John Fasano	1961	2014	writer,producer,director	tt0099044,tt0108358,tt0176269,tt0282209
nm0004592	Robert Israel	1963	\N	composer,music_department,producer	tt0006206,tt0016039,tt0017925,tt0017159
nm0004594	Jérôme Savary	1942	2013	miscellaneous,actor,writer	tt7252940,tt0069819,tt0080752,tt0072984
nm0004595	Stephen P. Robinson	\N	\N	sound_department,music_department	tt1596343,tt1477834,tt1663202,tt4630562
nm0004596	Steve Binder	1932	\N	producer,director,writer	tt0283516,tt2763050,tt0075582,tt0331188
nm0004597	Adam Weissman	\N	\N	director,writer,producer	tt5195114,tt0972534,tt0415463,tt8140732
nm0004598	Kas Braganza	\N	\N	assistant_director,production_manager,location_management	tt8708280,tt3498622,tt0426372,tt2435588
